id_hogar,cve_municipio,municipio,edad_receptor,genero_receptor,escolaridad,n_dependientes,tipo_vivienda_actual,antiguedad_recepcion_meses,remesa_mediana_esperada_usd,remesa_total_24m,m_2023_01,m_2023_02,m_2023_03,m_2023_04,m_2023_05,m_2023_06,m_2023_07,m_2023_08,m_2023_09,m_2023_10,m_2023_11,m_2023_12,m_2024_01,m_2024_02,m_2024_03,m_2024_04,m_2024_05,m_2024_06,m_2024_07,m_2024_08,m_2024_09,m_2024_10,m_2024_11,m_2024_12
H007765,14098,San Pedro Tlaquepaque,31,F,media_superior,1,rentada,30,187.41,4408.5686,92.2537,111.0588,144.59,321.7068,189.5028,208.2511,300.0703,169.2512,0.0,91.7873,0.0,231.4895,245.6297,184.9816,153.3977,133.1459,336.4643,414.5408,188.2512,225.9408,187.6557,176.0075,177.6818,124.9099
H007766,14098,San Pedro Tlaquepaque,27,M,primaria,3,prestada,156,682.66,17200.7119,434.3831,625.8205,995.0713,642.0932,1562.8699,530.2785,719.2679,893.1023,566.1456,983.7402,1235.6475,488.6807,506.8924,377.5433,443.6031,921.6085,881.2298,542.2334,841.7186,416.7557,671.9826,627.7728,671.6811,620.5901
H007767,14098,San Pedro Tlaquepaque,38,M,superior,2,rentada,36,522.43,11733.5014,355.7372,579.8674,503.2053,550.6633,423.3243,307.7919,461.4448,351.1672,462.1078,700.3421,397.4327,811.0084,453.3693,0.0,526.3071,558.4664,284.7545,425.5526,445.3981,852.6757,395.7525,753.2082,740.1035,393.8211
H007768,14098,San Pedro Tlaquepaque,28,M,secundaria,3,prestada,156,387.0,8924.5383,377.7766,326.0125,0.0,370.9106,355.5173,276.1569,503.1919,261.1295,484.8034,335.3011,573.6712,533.3368,412.5637,331.0385,456.9043,368.4959,395.6307,533.646,387.5852,0.0,595.9468,637.0006,216.6397,191.2792
H007769,14098,San Pedro Tlaquepaque,28,F,primaria,3,propia,31,399.07,9356.6819,445.071,482.7185,339.4912,560.0238,334.2857,350.846,608.7394,310.7777,356.3415,403.0179,504.1066,309.9481,240.7004,295.3389,353.811,410.2056,308.7838,403.2051,339.0827,388.0435,0.0,602.2511,392.2033,617.6891
H007770,14098,San Pedro Tlaquepaque,52,M,primaria,1,rentada,48,266.78,5523.9205,141.8145,250.0515,415.7155,236.2048,0.0,261.4603,289.5507,252.9803,164.8493,283.9853,0.0,219.323,205.4481,0.0,325.4387,316.7488,249.8684,215.4038,360.0517,256.3547,379.1683,206.3568,281.7475,211.3988
H007771,14098,San Pedro Tlaquepaque,45,M,primaria,3,propia,73,305.81,7314.8742,202.4146,330.9396,210.1746,323.5239,406.9336,315.9281,293.002,378.5368,165.7477,478.8531,330.923,331.7114,225.8442,277.0332,496.7273,376.0794,220.5839,230.6902,315.5726,223.8259,219.3767,328.9742,300.9612,330.5169
H007772,14098,San Pedro Tlaquepaque,39,M,superior,2,propia,87,275.9,5519.6612,253.9299,186.4764,221.5388,212.9802,485.3468,217.4389,0.0,0.0,261.1398,233.2989,341.9373,266.8221,203.3961,230.3972,199.2601,192.0995,344.3208,223.482,218.7419,319.6223,388.8197,0.0,341.157,177.4556
H007773,14098,San Pedro Tlaquepaque,40,M,superior,1,propia,56,297.05,6733.049,257.4825,471.7334,297.055,298.2434,201.2748,229.003,293.9755,193.8628,293.3832,374.6822,202.1806,266.857,206.1243,181.9836,278.0524,255.653,692.6467,185.8096,219.698,178.7986,282.3124,291.9744,302.8822,277.3806
H007774,14098,San Pedro Tlaquepaque,38,F,secundaria,0,rentada,79,342.01,7978.6822,406.9372,311.0644,517.6822,452.8843,294.8775,223.2708,412.0284,314.6612,369.2863,324.3914,391.0456,227.7284,374.8764,294.8439,321.5494,453.4332,243.6974,167.6547,274.8509,355.3869,382.6648,0.0,475.1106,388.7566
H007775,14098,San Pedro Tlaquepaque,65,F,primaria,0,propia,118,684.8,14346.0193,671.3136,392.8904,805.0181,761.6069,855.2464,421.5846,645.0762,839.6128,347.4228,653.5611,546.9133,766.4969,548.39,479.1178,542.9579,679.64,504.7262,0.0,543.2794,685.8804,458.5365,642.9088,610.6535,943.1858
H007776,14098,San Pedro Tlaquepaque,36,M,secundaria,3,rentada,24,491.4,13361.0107,476.6029,712.5028,496.13,537.0712,372.1811,779.6876,762.3134,492.4773,604.6124,467.3309,372.3838,498.5919,515.0366,461.3429,511.2133,757.6349,559.7776,879.1687,610.797,585.0256,588.7637,425.3771,400.3892,494.5991
H007777,14098,San Pedro Tlaquepaque,29,M,secundaria,3,propia,37,432.78,9315.0834,651.4231,387.9835,374.5993,526.1396,0.0,429.0348,342.8678,301.2659,516.4665,374.1503,263.2173,608.2001,293.5736,0.0,372.0808,0.0,390.6896,629.9829,668.2384,455.6577,327.2201,253.2871,439.2942,709.7107
H007778,14098,San Pedro Tlaquepaque,55,M,primaria,1,prestada,33,240.72,4784.2467,158.6738,283.0463,0.0,293.9194,349.0295,0.0,295.3052,242.4775,189.5397,142.1951,141.5216,178.4823,0.0,215.8208,250.1416,220.1822,184.9896,239.8029,169.7712,277.3554,146.9162,224.8409,285.0298,295.2057
H007779,14098,San Pedro Tlaquepaque,42,M,sin_estudios,1,propia,46,460.15,10461.8177,388.171,386.3375,679.8255,445.0728,381.8141,517.6871,436.0598,429.4722,479.2418,356.5184,0.0,389.293,205.9895,606.3876,767.1696,447.5842,355.9455,570.8175,513.1141,753.7482,301.5127,330.4785,293.313,426.2643
H007780,14098,San Pedro Tlaquepaque,69,M,primaria,4,propia,143,122.71,2613.1524,72.1644,114.0403,224.138,171.354,80.3003,140.1355,129.2737,160.1162,0.0,111.1116,104.8433,67.1927,89.8275,97.4132,152.9878,0.0,109.0083,166.9181,127.2702,83.3841,95.6942,101.3766,119.8596,94.7426
H007781,14098,San Pedro Tlaquepaque,39,M,primaria,2,propia,119,275.47,6865.2133,292.0371,252.7872,245.3957,251.4266,245.0685,288.288,0.0,382.9912,169.3031,241.2576,276.3197,153.3399,288.0208,255.5925,340.9481,117.4946,380.9567,435.6552,322.9624,384.0531,275.7997,312.408,283.5072,669.6004
H007782,14098,San Pedro Tlaquepaque,55,M,media_superior,3,propia,56,215.95,5682.8568,175.9106,160.8144,184.1555,308.1614,195.4209,269.1308,185.2153,317.6522,262.5202,262.2368,348.2703,152.3797,321.3112,282.0686,298.9297,211.2331,312.8534,0.0,247.1831,462.7097,177.0703,173.2746,208.374,165.9812
H007783,14098,San Pedro Tlaquepaque,58,M,primaria,1,rentada,105,318.23,6491.2742,208.6379,277.1958,344.4554,503.1909,263.4712,364.0704,194.437,399.683,349.1761,243.7961,335.8638,0.0,108.4205,157.8684,179.516,328.74,0.0,331.6177,334.9699,306.3929,286.7432,425.8165,209.3839,337.8278
H007784,14098,San Pedro Tlaquepaque,39,F,sin_estudios,5,propia,25,330.57,7667.0741,311.5691,318.8432,237.1927,227.6138,223.325,242.8006,368.1982,382.5314,281.4023,304.9274,218.347,474.1938,109.725,398.9519,489.4503,266.4798,390.315,417.3911,318.1755,312.7823,385.7749,256.6462,286.9255,443.5121
H007785,14098,San Pedro Tlaquepaque,36,F,sin_estudios,2,rentada,38,309.41,7879.734,291.5007,0.0,371.035,239.3675,312.945,493.2384,628.8426,284.6713,409.693,247.0091,293.5418,290.1414,212.7483,349.903,297.441,333.6739,576.7188,264.8824,380.7905,260.0882,285.4871,457.5725,279.5303,318.9122
H007786,14098,San Pedro Tlaquepaque,54,F,media_superior,4,prestada,50,373.04,9844.6275,332.754,253.2546,298.0322,488.9426,536.8155,556.3867,305.7771,429.7429,592.5627,530.0816,280.3905,429.1227,200.9942,371.1879,497.0885,400.5153,336.6824,326.3652,524.3348,304.1937,441.3339,672.1562,411.6786,324.2336
H007787,14098,San Pedro Tlaquepaque,52,F,secundaria,1,propia,78,402.35,9690.4734,420.3053,188.1978,410.9769,289.195,387.8068,216.9418,544.4247,270.3698,393.8579,463.9445,474.4556,303.5569,312.6973,333.6905,398.169,388.921,569.7625,336.8154,312.6245,585.7838,626.9181,688.0576,371.6615,401.3391
H007788,14098,San Pedro Tlaquepaque,28,M,primaria,1,rentada,86,687.1,15114.7853,456.4203,486.7977,618.6413,728.3443,641.5122,531.0849,436.8632,1089.7455,650.779,729.8891,342.2806,494.9849,660.1541,369.9738,539.7047,622.7489,444.4385,865.1775,659.5189,596.159,655.8338,623.1893,965.935,904.6087
H007789,14098,San Pedro Tlaquepaque,31,M,media_superior,3,propia,29,261.22,6064.6439,451.7923,217.4952,495.1634,190.6556,383.3166,266.9959,0.0,271.6346,315.2449,273.1373,136.1153,249.3064,208.2924,227.9321,337.8334,234.7441,224.3218,361.3724,290.5348,263.8836,234.2017,238.9253,0.0,191.7449
H007790,14098,San Pedro Tlaquepaque,52,F,secundaria,1,propia,68,258.45,6062.5788,255.4213,255.9101,220.7977,180.3206,219.9092,291.9881,350.4253,177.9793,301.345,405.3068,300.3466,211.4265,150.3333,204.0568,389.7602,298.7369,247.5519,371.2761,222.6879,225.4313,229.8074,186.0003,197.2985,168.4614
H007791,14098,San Pedro Tlaquepaque,42,F,primaria,5,propia,108,358.2,9210.0935,225.6386,756.9207,449.2145,302.4258,335.6136,276.0233,502.1642,288.1286,352.4909,340.0218,354.6345,250.511,321.7459,212.0483,356.3389,496.5499,444.0119,374.7807,202.4782,584.3308,475.425,333.7514,407.8779,566.967
H007792,14098,San Pedro Tlaquepaque,43,F,primaria,4,propia,26,431.06,10085.3188,399.3794,420.7264,461.1143,373.7949,360.5477,449.9958,398.9136,700.9777,390.4474,0.0,300.7504,774.1515,474.9898,210.6937,356.0653,331.318,329.6202,552.8681,445.7546,471.1884,183.7369,336.3256,386.7826,975.1764
H007793,14098,San Pedro Tlaquepaque,25,M,superior,4,propia,67,382.5,9699.2242,300.6957,308.5407,400.5789,564.7495,509.618,519.5851,440.6877,298.9028,599.9506,201.847,455.0572,233.8916,524.6123,295.7431,290.3907,423.2137,263.7682,397.0485,417.317,369.7818,424.949,455.1304,386.1506,617.0144
H007794,14098,San Pedro Tlaquepaque,32,F,secundaria,1,rentada,39,855.51,17165.8896,523.1316,0.0,1050.687,583.8519,405.3992,926.0056,1200.1619,965.7666,781.5366,737.6302,679.4557,1261.1969,1396.2881,880.5633,0.0,924.9138,888.4148,812.789,0.0,639.6457,723.1683,587.9191,0.0,1197.3642
H007795,14098,San Pedro Tlaquepaque,39,F,primaria,1,propia,119,550.43,13106.5909,401.7217,622.0516,718.1273,767.6734,592.7447,588.8246,306.2525,641.88,387.9394,408.4004,728.7013,760.1142,623.4368,664.3201,662.2449,297.9749,358.9186,696.2403,479.2409,638.123,549.686,437.3249,358.4034,416.246
H007796,14098,San Pedro Tlaquepaque,37,F,secundaria,4,prestada,83,697.66,14414.6636,695.2189,415.5265,368.5774,787.309,862.8249,759.0126,445.9007,0.0,547.958,741.8343,604.3239,678.733,693.3667,686.1775,432.3849,674.4251,505.8028,374.2979,332.4885,766.6915,659.2536,848.6992,749.9844,783.8724
H007797,14098,San Pedro Tlaquepaque,46,F,primaria,1,rentada,32,460.89,11405.0086,292.0596,443.0655,322.2934,367.8287,467.7233,655.9283,569.7997,528.3086,744.9004,855.5522,470.271,640.8992,388.0114,396.5206,0.0,357.7999,621.0614,651.6309,460.9964,434.1522,394.0865,454.1347,369.4989,518.486
H007798,14098,San Pedro Tlaquepaque,52,F,media_superior,2,rentada,114,390.48,8854.8161,244.1622,337.2484,434.6225,485.538,255.3957,401.4788,220.8815,319.357,489.2994,416.477,290.809,410.2732,307.5368,428.0862,439.5112,364.3981,541.0427,282.1149,327.3895,213.3032,791.1101,289.9294,335.1047,229.7468
H007799,14098,San Pedro Tlaquepaque,72,M,media_superior,2,prestada,65,120.32,2647.2737,122.4393,77.6626,127.6328,101.1358,134.5642,101.3677,208.9706,0.0,138.6899,106.803,102.5672,107.9214,133.6582,86.1523,73.3237,140.0005,111.8914,98.8819,66.7184,150.5437,156.8091,62.3515,101.3046,135.8841
H007800,14098,San Pedro Tlaquepaque,45,M,media_superior,1,propia,49,383.88,8488.5287,313.2005,312.9216,355.1263,390.8995,544.1222,344.2295,266.0128,365.6327,338.8129,490.9917,467.2749,261.1981,204.1659,258.5965,457.7881,536.7934,277.3971,337.4291,244.6504,323.5629,493.5472,284.0243,298.801,321.3503
H007801,14098,San Pedro Tlaquepaque,58,F,secundaria,2,prestada,55,323.97,6031.507,249.0936,187.7016,332.5178,0.0,260.7973,341.751,206.755,198.6247,421.9104,248.3615,399.6891,326.4489,0.0,425.154,213.1104,298.0696,288.5272,0.0,321.6545,238.4901,237.2851,300.8772,220.2285,314.4597
H007802,14098,San Pedro Tlaquepaque,35,F,media_superior,1,propia,46,327.81,8135.2291,338.1025,215.1355,343.6416,309.1502,296.0434,585.5217,358.5687,261.0946,337.0868,370.036,333.6192,418.5451,0.0,209.0437,392.0252,500.1777,498.1768,167.3975,266.2189,342.7555,234.1339,319.9153,510.3377,528.5018
H007803,14098,San Pedro Tlaquepaque,25,F,primaria,5,propia,104,584.6,13975.6156,415.1264,0.0,469.1456,618.6949,911.3663,892.2423,636.8308,547.5126,536.4122,1229.2557,342.3557,736.892,395.4623,369.6239,723.4492,705.2761,673.9581,566.6225,674.3082,455.4012,638.7826,443.9137,484.0459,508.9375
H007804,14098,San Pedro Tlaquepaque,41,F,media_superior,2,rentada,39,206.11,4850.5538,141.9632,177.7858,219.6017,159.4451,135.5376,171.6312,200.6628,208.9438,169.4274,215.4635,279.8887,309.8291,114.6176,160.7106,211.7092,127.1333,347.0554,220.6967,0.0,303.1619,241.8397,288.8185,164.5319,280.0993
H007805,14098,San Pedro Tlaquepaque,26,F,primaria,0,rentada,112,610.7,14231.5132,380.2932,563.013,776.803,733.4651,568.6938,380.1126,520.2094,918.4161,485.0238,683.4988,505.5076,722.904,545.2064,554.3001,415.6908,389.1955,485.1726,573.0385,564.7254,398.4386,1123.2444,392.8366,680.1855,871.5385
H007806,14098,San Pedro Tlaquepaque,45,F,primaria,4,propia,34,496.69,10337.6699,352.1057,312.4001,404.6945,786.6019,503.5772,452.2309,0.0,318.5072,694.0412,441.8467,422.4347,472.4051,323.3702,304.9179,291.3239,497.7907,453.4043,375.4615,651.9294,666.1086,224.2267,448.0769,363.5591,576.6557
H007807,14098,San Pedro Tlaquepaque,36,F,superior,2,rentada,55,412.98,8253.7946,310.1856,505.4537,247.9609,328.2123,0.0,347.6271,287.9094,488.5584,436.8424,356.5429,259.4175,521.1953,345.8664,306.4477,727.6482,0.0,452.8584,219.1461,355.4749,254.3482,595.8077,0.0,379.3354,526.9561
H007808,14098,San Pedro Tlaquepaque,22,M,superior,2,prestada,28,538.08,14286.2105,569.4064,490.3657,641.1287,982.0083,531.3072,399.8645,501.6924,493.9776,608.9534,999.4277,547.7942,851.3346,243.2642,569.6239,486.6568,560.3283,801.0135,781.4692,456.804,728.0188,555.2992,513.8648,591.6642,380.9425
H007809,14098,San Pedro Tlaquepaque,66,F,secundaria,4,propia,104,166.24,3335.9823,58.8411,174.3156,137.7786,256.9129,159.5745,99.6088,150.3205,215.4859,125.5781,198.2889,129.5699,0.0,76.2164,232.7948,0.0,125.7954,212.4384,166.5999,144.6063,148.1208,131.8999,0.0,204.3729,186.8627
H007810,14098,San Pedro Tlaquepaque,39,M,secundaria,1,rentada,127,441.84,9732.6698,0.0,687.0012,353.0561,443.4263,313.8304,374.5753,239.5179,584.013,243.2633,266.522,457.2401,695.835,502.0393,459.8905,293.1517,500.7038,392.5131,232.7789,405.4155,534.678,338.0448,602.0214,465.2073,347.9451
H007811,14098,San Pedro Tlaquepaque,25,F,primaria,3,propia,38,190.5,3924.5756,136.8647,108.6118,205.5527,236.6224,0.0,240.8787,214.762,174.7236,105.929,89.2404,0.0,255.9281,170.8465,112.5086,200.9207,173.3239,271.5737,146.7825,101.8381,288.7802,226.0948,188.0089,158.5845,116.1999
H007812,14098,San Pedro Tlaquepaque,56,F,secundaria,2,prestada,86,435.5,10390.3014,324.012,584.2448,385.031,403.6735,566.8245,253.6297,511.6439,461.3193,622.5119,386.1586,564.34,0.0,301.2812,497.8766,462.9777,441.1915,465.6435,513.5122,634.6652,514.3399,473.8016,311.2061,291.0484,419.3684
H007813,14098,San Pedro Tlaquepaque,36,F,sin_estudios,2,propia,104,215.96,5456.6352,140.8482,159.3007,234.9032,192.5741,218.0733,297.6314,137.9805,286.7527,183.3112,259.9328,304.6167,228.6052,199.0449,229.2469,282.8674,399.2785,195.9304,224.5704,293.6261,190.6618,197.8992,238.12,197.2194,163.64
H007814,14098,San Pedro Tlaquepaque,58,F,primaria,0,rentada,28,258.74,6643.0251,228.2703,475.0173,296.5012,316.7377,236.2599,199.8341,246.568,183.9982,338.1514,416.6178,768.4499,181.5363,225.4476,300.6966,172.4788,240.3048,153.8849,168.8711,196.8919,254.6388,359.3848,415.7358,0.0,266.7478
H007815,14098,San Pedro Tlaquepaque,36,F,secundaria,3,rentada,82,301.79,8471.5375,200.2167,207.7998,464.1067,332.5296,493.7643,439.8457,269.8682,280.7716,599.0781,433.896,225.2268,418.3104,242.4819,0.0,265.896,279.5131,501.5108,266.2287,179.8557,662.273,584.4283,271.0178,335.8434,517.075
H007816,14098,San Pedro Tlaquepaque,39,M,superior,3,propia,61,325.6,7469.4683,306.7175,179.0627,233.2368,447.6169,275.3074,347.5125,316.8324,0.0,575.3876,376.1189,320.6818,342.3717,260.2481,343.6885,171.279,339.7988,303.1414,422.1284,359.1391,279.4524,280.1023,345.583,261.3993,382.6619
H007817,14098,San Pedro Tlaquepaque,49,M,superior,1,prestada,77,402.82,8764.4113,356.2143,393.7437,291.2178,475.6447,274.799,582.0547,349.8827,506.9037,362.5681,479.2347,461.7357,390.8453,699.7784,282.2101,365.9138,0.0,324.4536,351.3349,452.7996,0.0,0.0,436.3862,542.624,384.0664
H007818,14098,San Pedro Tlaquepaque,52,F,superior,4,propia,55,508.17,11816.3383,258.5793,419.0217,568.576,505.7054,397.8343,1041.6222,540.2493,484.9267,470.2386,477.4659,496.9513,328.3759,407.3325,420.3842,387.3636,561.6323,783.0879,586.3457,328.2378,423.4662,591.7177,529.7986,364.8668,442.5585
H007819,14098,San Pedro Tlaquepaque,54,F,media_superior,1,propia,67,1087.85,24116.5358,1044.807,1173.6368,920.7449,808.3781,1389.9803,1414.5971,781.896,476.9799,846.1098,1107.9074,672.8181,1134.9974,1085.2133,1582.1162,851.3406,825.5956,1366.1931,1152.9992,1022.607,1028.5566,520.9102,621.6663,1309.5004,976.9846
H007820,14098,San Pedro Tlaquepaque,44,F,primaria,2,rentada,53,272.14,6132.8648,155.6817,137.7292,209.9197,286.5186,336.841,154.4255,211.9351,331.638,327.6422,249.4774,190.1545,280.1709,156.6755,228.7796,379.4831,338.2106,198.1206,249.3758,413.8444,354.3277,172.7491,317.7428,228.4842,222.9376
H007821,14098,San Pedro Tlaquepaque,51,M,sin_estudios,3,propia,48,390.42,8007.4143,492.2366,536.0751,244.1992,471.0871,775.812,502.2168,229.4796,426.8531,343.3091,245.6283,364.5081,0.0,342.8333,371.2339,277.4111,416.6325,0.0,343.4048,0.0,210.7188,388.3752,280.5442,290.9363,453.9192
H007822,14098,San Pedro Tlaquepaque,54,F,secundaria,3,prestada,121,353.86,8102.7642,306.8856,222.5523,231.6606,312.4638,558.1094,279.0181,419.0675,322.911,294.3378,367.068,296.992,381.3187,185.416,208.9752,388.2031,360.7487,299.3651,392.3295,455.2419,211.7151,360.4991,307.2958,286.1041,654.4858
H007823,14098,San Pedro Tlaquepaque,47,F,primaria,3,propia,62,227.88,5031.9887,172.9753,245.42,221.9449,175.1675,172.6644,253.8727,207.3307,368.9488,205.1601,174.2079,267.3413,225.9566,0.0,204.2167,129.1121,355.0849,302.7656,225.2883,277.8876,0.0,271.2913,232.9931,148.3013,194.0577
H007824,14098,San Pedro Tlaquepaque,43,M,secundaria,5,prestada,156,151.83,3679.7012,108.0991,92.8711,235.2377,202.7668,115.774,114.4217,125.0895,135.7744,74.8133,141.7357,209.158,0.0,81.4846,79.573,250.9944,179.229,171.997,250.902,152.1811,224.4324,228.3552,172.5157,176.2041,156.0915
H007825,14098,San Pedro Tlaquepaque,28,M,primaria,5,rentada,81,239.39,5309.8149,179.5207,172.8848,221.2285,203.795,231.549,222.9875,225.0862,337.0717,132.0952,206.0268,290.014,343.6899,184.1392,161.1013,0.0,127.8035,241.8818,346.8046,175.8633,252.4421,234.4331,250.8239,290.6643,277.9086
H007826,14098,San Pedro Tlaquepaque,52,M,superior,2,prestada,114,285.5,6017.7991,502.3243,149.3177,277.6471,210.2512,358.3188,268.3107,237.1775,323.2643,0.0,312.4544,297.8191,200.253,212.3449,117.5622,295.4837,0.0,188.4294,261.3407,202.3352,267.0834,318.0701,332.7645,325.1992,360.0479
H007827,14098,San Pedro Tlaquepaque,46,F,primaria,2,propia,49,309.18,7448.4526,247.5995,260.6015,349.4863,352.7966,295.7674,447.5966,347.263,212.2127,198.0155,257.4815,260.4947,341.4351,415.2181,132.9226,266.4354,472.1729,175.3119,423.9658,323.8696,249.1198,459.3207,293.3556,364.9857,301.0241
H007828,14098,San Pedro Tlaquepaque,40,F,primaria,4,propia,59,192.88,4394.849,138.6126,116.5218,148.3055,218.7398,209.7613,184.674,163.2025,192.1657,201.3095,167.2965,201.6449,231.0711,143.9021,155.6843,237.7202,136.1482,250.3073,0.0,132.1327,295.2312,211.2143,170.7356,183.9084,304.5594
H007829,14098,San Pedro Tlaquepaque,60,F,media_superior,1,propia,126,320.07,7998.8239,366.2558,199.6725,246.2557,223.7361,666.3538,691.6395,258.5229,435.3202,350.0065,396.558,457.8941,344.2827,165.9051,249.3308,386.2828,298.9179,419.6281,344.6605,207.2086,350.7266,338.1702,341.5002,259.9954,0.0
H007830,14098,San Pedro Tlaquepaque,28,M,secundaria,2,propia,81,338.81,8617.1619,397.5128,375.7612,319.7145,210.556,450.0796,283.0985,224.4889,440.0923,286.2714,547.501,383.4389,256.9018,236.2663,268.037,529.5481,280.1297,516.9111,343.2747,306.9327,133.9663,310.3356,269.5683,463.8839,782.891
H007831,14098,San Pedro Tlaquepaque,65,M,primaria,2,prestada,54,244.57,5763.372,279.5262,266.2075,275.0221,0.0,300.1548,183.6226,222.8941,217.0163,170.9669,301.0969,280.847,206.5546,172.0864,246.4042,212.8111,196.3592,287.4009,330.6013,328.8946,219.0642,246.4009,219.3181,213.38,386.7421
H007832,14098,San Pedro Tlaquepaque,45,F,secundaria,1,prestada,38,515.41,10357.0555,431.0019,359.4582,0.0,489.5326,0.0,417.851,442.5006,605.9543,379.9985,379.511,602.1252,394.5949,324.7294,513.3297,825.3448,220.2622,713.7741,560.6207,425.2875,337.0024,402.6345,502.8175,637.736,390.9886
H007833,14098,San Pedro Tlaquepaque,49,M,secundaria,5,propia,114,169.91,3616.3616,126.2967,137.6063,214.5132,90.6697,176.7479,178.2006,253.6546,170.1725,116.3748,134.8157,113.7574,116.9021,101.5547,47.7653,202.0843,130.5589,208.918,200.111,151.4356,131.4261,210.9679,111.6211,138.2038,152.0035
H007834,14098,San Pedro Tlaquepaque,40,F,primaria,2,propia,116,415.86,10272.8988,306.3148,0.0,340.6084,436.7671,561.0445,379.5829,381.4023,501.5344,435.8475,615.0252,448.7736,475.7413,0.0,360.6393,529.7263,415.262,547.3948,713.5416,352.6431,369.0798,386.2582,470.7876,594.9958,649.9283
H007835,14098,San Pedro Tlaquepaque,25,M,secundaria,1,propia,101,331.01,7707.9806,253.0647,257.9994,448.3968,170.7678,293.7987,290.5758,183.2785,505.4234,264.1634,475.6964,304.9479,345.2634,219.8033,205.7735,307.2241,314.2089,429.5869,282.0034,380.9309,260.5465,221.7925,356.7868,520.8385,415.109
H007836,14098,San Pedro Tlaquepaque,43,F,superior,3,propia,133,381.48,7620.5446,240.5659,314.8338,432.8498,286.7945,415.6568,228.4654,174.9624,301.8044,0.0,592.6755,205.7095,457.7767,275.351,314.523,327.5417,0.0,292.2841,323.1052,322.6276,506.0709,338.8722,492.3477,537.474,238.2526
H007837,14098,San Pedro Tlaquepaque,49,F,primaria,1,propia,31,442.55,8598.7327,304.5127,304.7755,0.0,365.3829,401.98,686.2283,0.0,504.1847,725.9495,233.6953,461.832,344.9667,314.9401,356.3827,315.6947,291.6281,475.9498,541.2156,304.0573,271.4025,0.0,500.2031,381.7231,512.0279
H007838,14098,San Pedro Tlaquepaque,53,F,secundaria,3,prestada,47,418.96,9334.0334,633.5117,221.1988,553.1063,480.3797,495.0426,0.0,316.1329,349.7052,233.6029,336.2093,355.3851,348.42,437.5537,392.9172,537.6368,425.3235,235.2211,397.3572,361.0217,229.9176,360.268,360.5594,629.1471,644.4157
H007839,14098,San Pedro Tlaquepaque,43,M,primaria,1,propia,43,152.15,3192.3761,98.5625,71.1511,159.9892,168.7451,134.3385,173.5095,106.1609,220.2883,104.2476,106.9343,108.2447,148.8374,79.2206,126.8063,139.8642,179.3202,154.8041,150.3248,97.7567,236.3652,85.6291,0.0,172.1729,169.1028
H007840,14098,San Pedro Tlaquepaque,19,F,secundaria,3,propia,39,327.2,7499.3573,285.5348,340.8429,459.1228,344.2496,370.1408,339.5052,224.7266,452.3955,217.3764,388.368,233.8494,338.9535,234.8712,207.3031,303.575,253.1546,397.7535,358.2143,421.4486,194.8082,220.2377,265.3694,380.479,267.077
H007841,14098,San Pedro Tlaquepaque,27,F,superior,2,rentada,68,452.94,10688.1479,344.2096,233.0512,0.0,496.8404,878.0626,500.801,673.9584,374.6225,312.5691,561.8344,468.4201,648.8716,364.4531,486.1745,536.0526,428.3725,456.6823,505.3822,271.576,600.9991,627.514,394.4363,523.2642,0.0
H007842,14098,San Pedro Tlaquepaque,70,M,primaria,2,propia,125,459.84,10269.334,313.5337,274.2927,275.5413,349.6661,610.277,534.2295,499.859,453.0106,334.3225,533.2942,732.557,376.767,611.7021,332.158,438.0148,388.2773,449.8021,524.1255,294.771,391.2277,587.8622,354.5266,609.5161,0.0
H007843,14098,San Pedro Tlaquepaque,32,M,media_superior,4,rentada,86,256.47,5875.3442,185.6509,196.4395,289.1157,317.3913,290.9971,285.4064,185.9541,284.1459,586.9426,295.1751,0.0,280.4701,236.5672,152.0058,254.0537,166.2789,174.0751,233.3492,260.2324,368.3527,265.9261,248.425,0.0,318.3895
H007844,14098,San Pedro Tlaquepaque,62,F,media_superior,3,rentada,39,225.72,4879.6296,112.9656,175.0437,220.6265,164.7939,213.345,190.8132,185.9974,292.308,169.6034,262.1362,305.4897,244.0028,152.7165,123.6969,422.7697,270.6985,213.3582,0.0,134.9238,146.7476,189.356,211.1305,292.6095,184.4969
H007845,14098,San Pedro Tlaquepaque,34,M,primaria,0,prestada,117,474.78,12154.4672,377.1353,287.0298,482.5701,506.7031,578.0395,705.5856,275.2092,365.4215,456.6977,575.1885,623.4198,651.2719,272.9612,424.2163,284.8027,421.7543,634.2239,531.7601,559.5055,711.4691,786.3262,339.8282,634.9461,668.4016
H007846,14098,San Pedro Tlaquepaque,43,M,media_superior,3,prestada,74,457.61,9967.1466,333.9262,428.5527,513.6569,342.6818,446.391,498.1983,423.0479,541.5576,535.3313,526.0798,377.3541,456.8776,305.8178,482.7178,545.3663,457.9621,285.4188,358.0355,437.4095,0.0,247.2064,421.4419,323.2706,678.8446
H007847,14098,San Pedro Tlaquepaque,53,F,superior,2,propia,69,225.99,5053.0316,201.0752,161.2323,250.2347,235.3314,258.4204,294.9513,266.2183,310.4161,161.86,214.7284,251.9535,189.2637,247.5204,198.331,238.9723,232.7545,0.0,126.6831,238.953,192.1542,153.6035,235.5722,0.0,392.8019
