id_hogar,cve_municipio,municipio,edad_receptor,genero_receptor,escolaridad,n_dependientes,tipo_vivienda_actual,antiguedad_recepcion_meses,remesa_mediana_esperada_usd
H008618,14113,San Gabriel,62,F,secundaria,1,propia,36,253.41
H008619,14113,San Gabriel,49,M,secundaria,3,propia,70,930.69
H008620,14113,San Gabriel,45,F,media_superior,3,propia,28,137.89
H008621,14113,San Gabriel,19,M,primaria,2,propia,78,518.63
H008622,14113,San Gabriel,23,F,media_superior,6,propia,110,579.06
H008623,14113,San Gabriel,45,F,media_superior,3,propia,29,613.83
H008624,14113,San Gabriel,69,F,secundaria,3,propia,123,445.58
H008625,14113,San Gabriel,37,F,primaria,2,rentada,202,207.82
H008626,14113,San Gabriel,55,F,secundaria,4,propia,48,926.65
H008627,14113,San Gabriel,39,F,superior,5,rentada,158,208.39
H008628,14113,San Gabriel,46,F,primaria,3,propia,207,237.32
H008629,14113,San Gabriel,60,F,primaria,6,propia,99,301.57
H008630,14113,San Gabriel,41,M,secundaria,0,rentada,66,217.29
H008631,14114,Villa Corona,37,F,media_superior,1,propia,97,218.1
H008632,14114,Villa Corona,62,M,secundaria,4,propia,110,257.47
H008633,14114,Villa Corona,46,F,secundaria,3,propia,55,159.74
H008634,14114,Villa Corona,58,M,primaria,1,propia,24,403.3
H008635,14114,Villa Corona,37,F,secundaria,2,propia,32,314.05
H008636,14114,Villa Corona,62,F,superior,1,propia,75,342.11
H008637,14114,Villa Corona,48,F,primaria,0,rentada,56,434.24
H008638,14114,Villa Corona,50,F,primaria,1,rentada,61,361.07
H008639,14114,Villa Corona,47,M,primaria,2,propia,55,285.07
H008640,14114,Villa Corona,39,M,primaria,1,rentada,53,469.19
H008641,14114,Villa Corona,45,M,secundaria,1,rentada,59,337.82
H008642,14114,Villa Corona,40,M,media_superior,1,propia,179,265.25
H008643,14114,Villa Corona,57,M,secundaria,8,prestada,94,357.73
H008644,14115,Villa Guerrero,43,M,secundaria,4,propia,31,675.94
H008645,14115,Villa Guerrero,27,M,secundaria,3,propia,44,295.21
H008646,14115,Villa Guerrero,25,F,media_superior,0,propia,97,511.83
H008647,14115,Villa Guerrero,24,F,primaria,3,propia,50,244.6
H008648,14115,Villa Guerrero,52,F,primaria,0,rentada,86,385.51
H008649,14116,Villa Hidalgo,31,M,secundaria,1,rentada,59,431.46
H008650,14116,Villa Hidalgo,49,F,superior,6,propia,70,258.04
H008651,14116,Villa Hidalgo,47,F,media_superior,5,rentada,147,325.23
H008652,14116,Villa Hidalgo,44,M,secundaria,3,propia,79,249.09
H008653,14116,Villa Hidalgo,50,F,primaria,3,propia,233,259.63
H008654,14116,Villa Hidalgo,47,F,primaria,1,prestada,38,378.43
H008655,14116,Villa Hidalgo,41,M,superior,3,propia,32,785.04
H008656,14116,Villa Hidalgo,50,F,secundaria,2,rentada,79,459.34
H008657,14116,Villa Hidalgo,65,F,media_superior,3,propia,52,386.63
H008658,14116,Villa Hidalgo,65,F,media_superior,1,propia,66,721.82
H008659,14116,Villa Hidalgo,29,F,secundaria,1,propia,77,211.62
H008660,14116,Villa Hidalgo,41,F,primaria,1,rentada,24,699.88
H008661,14116,Villa Hidalgo,26,F,primaria,2,propia,99,323.29
H008662,14116,Villa Hidalgo,63,F,sin_estudios,2,propia,42,434.43
H008663,14116,Villa Hidalgo,57,M,superior,3,propia,53,519.8
H008664,14116,Villa Hidalgo,49,F,media_superior,2,propia,57,476.46
H008665,14116,Villa Hidalgo,47,F,secundaria,0,propia,104,326.13
H008666,14116,Villa Hidalgo,62,F,superior,2,propia,96,558.18
H008667,14116,Villa Hidalgo,60,F,primaria,1,propia,71,319.72
H008668,14116,Villa Hidalgo,59,F,sin_estudios,2,propia,89,318.99
H008669,14116,Villa Hidalgo,50,F,primaria,4,propia,29,375.74
H008670,14116,Villa Hidalgo,41,F,superior,6,prestada,35,482.18
H008671,14116,Villa Hidalgo,54,M,primaria,3,propia,67,245.47
H008672,14116,Villa Hidalgo,55,F,sin_estudios,1,rentada,111,258.13
H008673,14116,Villa Hidalgo,43,M,primaria,4,propia,27,176.69
H008674,14116,Villa Hidalgo,41,F,secundaria,2,propia,100,339.0
H008675,14116,Villa Hidalgo,59,M,secundaria,5,rentada,50,618.53
H008676,14116,Villa Hidalgo,65,F,primaria,1,propia,41,1634.78
H008677,14116,Villa Hidalgo,36,M,media_superior,3,prestada,206,429.74
H008678,14116,Villa Hidalgo,42,M,superior,4,rentada,176,806.51
H008679,14116,Villa Hidalgo,49,F,primaria,0,rentada,59,391.02
H008680,14116,Villa Hidalgo,51,F,superior,3,prestada,71,404.04
H008681,14116,Villa Hidalgo,39,M,media_superior,1,prestada,46,364.08
H008682,14116,Villa Hidalgo,68,M,superior,2,propia,27,377.59
H008683,14116,Villa Hidalgo,50,M,sin_estudios,7,prestada,64,378.54
H008684,14116,Villa Hidalgo,51,F,media_superior,1,rentada,71,332.56
H008685,14116,Villa Hidalgo,66,F,secundaria,3,propia,125,855.17
H008686,14116,Villa Hidalgo,40,F,sin_estudios,1,propia,91,493.65
H008687,14116,Villa Hidalgo,44,M,media_superior,3,propia,30,279.58
H008688,14116,Villa Hidalgo,30,F,primaria,2,propia,48,513.82
H008689,14116,Villa Hidalgo,43,F,media_superior,1,propia,25,603.64
H008690,14116,Villa Hidalgo,27,F,secundaria,2,rentada,56,221.31
H008691,14116,Villa Hidalgo,54,F,secundaria,6,rentada,83,614.56
H008692,14116,Villa Hidalgo,50,M,sin_estudios,5,prestada,76,578.54
H008693,14116,Villa Hidalgo,42,F,superior,3,rentada,44,456.2
H008694,14116,Villa Hidalgo,44,M,primaria,4,prestada,81,785.95
H008695,14116,Villa Hidalgo,54,F,media_superior,4,prestada,162,606.57
H008696,14116,Villa Hidalgo,31,F,media_superior,3,rentada,81,321.3
H008697,14116,Villa Hidalgo,47,F,sin_estudios,2,propia,79,411.94
H008698,14116,Villa Hidalgo,53,F,secundaria,6,propia,42,731.49
H008699,14116,Villa Hidalgo,24,F,superior,3,prestada,68,314.17
H008700,14116,Villa Hidalgo,53,M,superior,2,propia,178,325.23
H008701,14116,Villa Hidalgo,25,F,primaria,2,rentada,59,442.28
H008702,14116,Villa Hidalgo,44,F,primaria,5,prestada,49,352.66
H008703,14116,Villa Hidalgo,31,M,primaria,3,rentada,144,1186.98
H008704,14116,Villa Hidalgo,62,F,media_superior,4,prestada,55,720.61
H008705,14116,Villa Hidalgo,31,F,primaria,2,rentada,93,1044.28
H008706,14116,Villa Hidalgo,25,F,sin_estudios,1,prestada,72,677.26
H008707,14116,Villa Hidalgo,47,F,primaria,3,prestada,89,429.26
H008708,14116,Villa Hidalgo,40,F,superior,4,rentada,111,159.26
H008709,14116,Villa Hidalgo,27,F,primaria,3,propia,151,456.41
H008710,14116,Villa Hidalgo,51,F,media_superior,1,prestada,130,234.83
H008711,14116,Villa Hidalgo,21,F,primaria,4,rentada,172,192.05
H008712,14116,Villa Hidalgo,33,F,secundaria,0,propia,52,659.63
H008713,14116,Villa Hidalgo,38,M,secundaria,6,rentada,27,236.05
H008714,14116,Villa Hidalgo,55,F,superior,5,propia,56,280.46
H008715,14116,Villa Hidalgo,61,F,media_superior,0,prestada,58,311.81
H008716,14116,Villa Hidalgo,58,M,primaria,4,propia,72,412.44
H008717,14116,Villa Hidalgo,43,F,secundaria,4,propia,35,375.65
H008718,14116,Villa Hidalgo,50,M,sin_estudios,5,propia,28,540.8
H008719,14116,Villa Hidalgo,63,F,primaria,1,propia,69,500.91
H008720,14116,Villa Hidalgo,60,F,superior,1,prestada,107,190.26
H008721,14116,Villa Hidalgo,51,F,secundaria,3,propia,101,770.07
H008722,14116,Villa Hidalgo,31,F,media_superior,0,propia,118,230.3
H008723,14116,Villa Hidalgo,39,F,sin_estudios,3,propia,28,244.46
H008724,14116,Villa Hidalgo,68,F,superior,4,propia,62,849.46
H008725,14116,Villa Hidalgo,28,F,superior,2,prestada,139,370.88
H008726,14116,Villa Hidalgo,31,M,secundaria,1,propia,46,638.3
H008727,14116,Villa Hidalgo,56,F,primaria,4,prestada,114,529.01
H008728,14116,Villa Hidalgo,40,M,media_superior,3,propia,44,469.08
H008729,14116,Villa Hidalgo,31,F,superior,2,propia,109,278.17
H008730,14116,Villa Hidalgo,63,F,primaria,1,prestada,106,348.7
H008731,14116,Villa Hidalgo,51,F,superior,3,propia,118,811.41
H008732,14116,Villa Hidalgo,40,M,superior,1,propia,164,279.4
H008733,14116,Villa Hidalgo,31,F,primaria,1,propia,100,392.97
H008734,14116,Villa Hidalgo,70,F,primaria,1,rentada,53,480.49
H008735,14116,Villa Hidalgo,45,M,primaria,3,prestada,87,318.64
H008736,14116,Villa Hidalgo,62,F,secundaria,1,propia,38,278.64
H008737,14116,Villa Hidalgo,56,F,superior,3,prestada,134,350.95
H008738,14116,Villa Hidalgo,39,F,media_superior,1,propia,182,347.59
H008739,14116,Villa Hidalgo,39,M,primaria,2,rentada,47,193.54
H008740,14116,Villa Hidalgo,62,F,secundaria,5,propia,109,430.53
H008741,14116,Villa Hidalgo,63,M,secundaria,1,propia,128,691.31
H008742,14116,Villa Hidalgo,22,M,secundaria,3,propia,54,84.26
H008743,14116,Villa Hidalgo,52,F,media_superior,3,propia,70,412.8
H008744,14116,Villa Hidalgo,44,F,secundaria,5,propia,195,98.43
H008745,14116,Villa Hidalgo,33,M,primaria,1,rentada,96,738.69
H008746,14116,Villa Hidalgo,48,M,primaria,3,propia,52,291.26
H008747,14116,Villa Hidalgo,29,M,superior,6,propia,122,381.85
H008748,14116,Villa Hidalgo,39,F,primaria,2,rentada,27,241.03
H008749,14116,Villa Hidalgo,35,M,secundaria,1,rentada,139,924.69
H008750,14116,Villa Hidalgo,39,M,superior,4,propia,73,970.49
H008751,14116,Villa Hidalgo,44,M,media_superior,0,propia,74,230.43
H008752,14116,Villa Hidalgo,33,F,media_superior,0,propia,46,218.7
H008753,14116,Villa Hidalgo,64,M,primaria,1,rentada,50,554.09
H008754,14116,Villa Hidalgo,51,M,secundaria,1,propia,91,559.94
H008755,14116,Villa Hidalgo,67,M,secundaria,2,rentada,32,319.08
H008756,14116,Villa Hidalgo,43,M,secundaria,1,rentada,25,236.15
H008757,14116,Villa Hidalgo,38,M,sin_estudios,2,rentada,129,746.95
H008758,14116,Villa Hidalgo,66,F,primaria,1,prestada,88,336.47
H008759,14116,Villa Hidalgo,38,F,secundaria,0,propia,31,327.77
H008760,14116,Villa Hidalgo,43,F,superior,5,prestada,65,400.85
H008761,14116,Villa Hidalgo,54,M,media_superior,1,propia,62,195.01
H008762,14116,Villa Hidalgo,30,F,primaria,5,prestada,36,285.71
H008763,14116,Villa Hidalgo,54,F,primaria,1,propia,70,240.83
H008764,14116,Villa Hidalgo,52,M,secundaria,3,propia,59,155.15
H008765,14116,Villa Hidalgo,60,M,secundaria,2,prestada,113,257.19
H008766,14116,Villa Hidalgo,56,M,sin_estudios,3,prestada,81,369.22
H008767,14116,Villa Hidalgo,61,M,superior,2,propia,41,264.09
H008768,14116,Villa Hidalgo,44,F,superior,1,propia,40,354.54
H008769,14116,Villa Hidalgo,35,F,superior,4,rentada,81,233.63
H008770,14116,Villa Hidalgo,70,F,secundaria,2,propia,27,497.05
H008771,14116,Villa Hidalgo,27,M,media_superior,4,propia,53,588.58
H008772,14116,Villa Hidalgo,28,F,media_superior,2,propia,55,508.55
H008773,14116,Villa Hidalgo,52,F,secundaria,2,propia,120,405.46
H008774,14116,Villa Hidalgo,64,M,sin_estudios,1,rentada,44,545.98
H008775,14116,Villa Hidalgo,47,F,primaria,3,propia,60,286.29
H008776,14116,Villa Hidalgo,57,M,primaria,1,propia,48,264.31
H008777,14116,Villa Hidalgo,21,F,superior,1,propia,36,365.83
H008778,14116,Villa Hidalgo,39,M,secundaria,4,rentada,38,295.78
H008779,14116,Villa Hidalgo,23,F,superior,2,prestada,72,700.78
H008780,14116,Villa Hidalgo,54,M,secundaria,1,propia,50,939.99
H008781,14116,Villa Hidalgo,26,M,primaria,1,prestada,46,1238.28
H008782,14116,Villa Hidalgo,30,F,secundaria,2,prestada,26,574.53
H008783,14116,Villa Hidalgo,51,F,primaria,0,propia,66,446.55
H008784,14117,Cañadas de Obregón,58,M,superior,4,propia,181,156.88
H008785,14117,Cañadas de Obregón,43,F,primaria,5,propia,49,314.52
H008786,14117,Cañadas de Obregón,52,M,primaria,4,prestada,65,272.18
H008787,14118,Yahualica de González Gallo,51,F,secundaria,2,propia,86,281.32
H008788,14118,Yahualica de González Gallo,42,M,media_superior,1,propia,55,698.13
H008789,14118,Yahualica de González Gallo,32,F,secundaria,1,propia,65,729.73
H008790,14118,Yahualica de González Gallo,52,F,sin_estudios,4,propia,71,314.1
H008791,14118,Yahualica de González Gallo,52,F,media_superior,1,prestada,52,288.18
H008792,14118,Yahualica de González Gallo,56,F,sin_estudios,3,prestada,56,344.03
H008793,14118,Yahualica de González Gallo,49,F,secundaria,4,propia,124,166.75
H008794,14118,Yahualica de González Gallo,31,M,secundaria,2,rentada,30,678.38
H008795,14118,Yahualica de González Gallo,53,M,primaria,3,rentada,203,551.36
H008796,14118,Yahualica de González Gallo,45,M,secundaria,0,propia,90,217.8
H008797,14118,Yahualica de González Gallo,39,M,sin_estudios,1,rentada,49,219.7
H008798,14118,Yahualica de González Gallo,41,F,primaria,2,prestada,114,803.03
H008799,14118,Yahualica de González Gallo,37,F,secundaria,2,rentada,108,556.29
H008800,14118,Yahualica de González Gallo,56,M,primaria,7,propia,76,876.16
H008801,14118,Yahualica de González Gallo,28,F,sin_estudios,1,rentada,56,271.24
H008802,14118,Yahualica de González Gallo,33,F,secundaria,3,rentada,37,864.63
H008803,14118,Yahualica de González Gallo,41,M,media_superior,2,rentada,64,251.82
H008804,14118,Yahualica de González Gallo,64,M,media_superior,2,prestada,85,414.65
H008805,14118,Yahualica de González Gallo,58,F,media_superior,4,rentada,64,177.07
H008806,14118,Yahualica de González Gallo,25,F,secundaria,8,propia,81,308.2
H008807,14118,Yahualica de González Gallo,61,F,secundaria,5,rentada,51,422.04
H008808,14118,Yahualica de González Gallo,61,M,secundaria,1,propia,95,322.56
H008809,14118,Yahualica de González Gallo,31,F,media_superior,4,rentada,68,516.54
H008810,14118,Yahualica de González Gallo,44,M,secundaria,1,propia,56,269.62
H008811,14118,Yahualica de González Gallo,58,F,superior,3,propia,61,388.99
H008812,14118,Yahualica de González Gallo,64,F,secundaria,3,propia,108,334.76
H008813,14118,Yahualica de González Gallo,35,F,primaria,4,prestada,59,332.92
H008814,14118,Yahualica de González Gallo,66,F,media_superior,2,prestada,106,558.44
H008815,14118,Yahualica de González Gallo,18,M,primaria,0,propia,116,283.74
H008816,14118,Yahualica de González Gallo,41,F,superior,4,propia,213,357.53
H008817,14118,Yahualica de González Gallo,40,M,primaria,1,propia,84,312.13
H008818,14118,Yahualica de González Gallo,59,F,media_superior,1,rentada,66,796.54
H008819,14118,Yahualica de González Gallo,61,M,secundaria,2,propia,78,379.79
H008820,14118,Yahualica de González Gallo,56,M,primaria,2,propia,61,381.19
H008821,14118,Yahualica de González Gallo,29,F,media_superior,3,propia,70,339.74
H008822,14118,Yahualica de González Gallo,55,M,primaria,2,propia,160,466.51
H008823,14118,Yahualica de González Gallo,51,F,primaria,1,propia,44,317.7
H008824,14118,Yahualica de González Gallo,25,F,primaria,2,prestada,25,311.33
H008825,14118,Yahualica de González Gallo,20,M,media_superior,1,rentada,67,311.45
H008826,14118,Yahualica de González Gallo,57,M,media_superior,3,propia,70,393.09
H008827,14118,Yahualica de González Gallo,43,M,primaria,1,propia,123,621.22
H008828,14118,Yahualica de González Gallo,30,M,media_superior,1,propia,55,330.29
H008829,14118,Yahualica de González Gallo,43,F,superior,3,propia,45,211.39
H008830,14118,Yahualica de González Gallo,49,F,primaria,6,propia,40,195.04
H008831,14118,Yahualica de González Gallo,44,F,superior,3,prestada,39,1406.65
H008832,14119,Zacoalco de Torres,26,F,sin_estudios,2,prestada,34,262.99
H008833,14119,Zacoalco de Torres,68,F,media_superior,1,propia,26,894.97
H008834,14119,Zacoalco de Torres,57,F,secundaria,1,rentada,108,341.68
H008835,14119,Zacoalco de Torres,41,F,superior,2,propia,70,247.03
H008836,14119,Zacoalco de Torres,41,F,primaria,4,propia,238,366.96
H008837,14119,Zacoalco de Torres,49,F,primaria,1,propia,54,504.1
H008838,14119,Zacoalco de Torres,31,M,media_superior,3,prestada,42,343.59
H008839,14119,Zacoalco de Torres,49,F,media_superior,3,rentada,114,289.93
H008840,14119,Zacoalco de Torres,29,M,secundaria,1,propia,73,188.41
H008841,14119,Zacoalco de Torres,44,M,secundaria,2,propia,47,286.71
H008842,14119,Zacoalco de Torres,31,F,media_superior,3,propia,133,455.73
H008843,14119,Zacoalco de Torres,32,M,sin_estudios,5,propia,65,189.65
H008844,14119,Zacoalco de Torres,65,M,primaria,0,propia,148,312.21
H008845,14119,Zacoalco de Torres,46,F,primaria,1,propia,29,428.39
H008846,14119,Zacoalco de Torres,47,M,primaria,1,prestada,29,650.81
H008847,14119,Zacoalco de Torres,21,F,media_superior,1,propia,52,230.6
H008848,14119,Zacoalco de Torres,38,F,primaria,4,propia,76,950.99
H008849,14119,Zacoalco de Torres,51,F,secundaria,1,propia,38,467.26
H008850,14119,Zacoalco de Torres,47,M,primaria,2,propia,39,224.69
H008851,14119,Zacoalco de Torres,19,M,media_superior,2,propia,120,406.17
H008852,14119,Zacoalco de Torres,47,M,sin_estudios,0,rentada,60,274.45
H008853,14119,Zacoalco de Torres,49,M,primaria,2,propia,131,187.8
H008854,14119,Zacoalco de Torres,60,F,media_superior,4,rentada,86,353.44
H008855,14119,Zacoalco de Torres,37,F,primaria,2,propia,41,357.75
H008856,14119,Zacoalco de Torres,18,F,media_superior,5,prestada,36,430.88
H008857,14119,Zacoalco de Torres,33,F,primaria,1,propia,69,247.95
H008858,14119,Zacoalco de Torres,32,M,media_superior,4,rentada,69,255.98
H008859,14119,Zacoalco de Torres,54,F,sin_estudios,2,rentada,65,580.38
H008860,14119,Zacoalco de Torres,40,F,primaria,1,prestada,69,535.29
H008861,14119,Zacoalco de Torres,62,F,secundaria,2,prestada,54,217.0
H008862,14119,Zacoalco de Torres,45,F,secundaria,3,propia,55,179.15
H008863,14119,Zacoalco de Torres,56,F,media_superior,1,rentada,34,229.49
H008864,14119,Zacoalco de Torres,25,F,primaria,2,propia,29,628.62
H008865,14119,Zacoalco de Torres,26,F,secundaria,1,prestada,101,103.53
H008866,14119,Zacoalco de Torres,62,F,primaria,0,propia,30,292.05
H008867,14119,Zacoalco de Torres,46,F,media_superior,4,prestada,47,575.84
H008868,14119,Zacoalco de Torres,46,M,superior,1,propia,73,414.49
H008869,14119,Zacoalco de Torres,32,F,sin_estudios,3,propia,53,354.91
H008870,14119,Zacoalco de Torres,46,F,sin_estudios,4,propia,26,575.31
H008871,14119,Zacoalco de Torres,31,F,media_superior,2,rentada,130,343.74
H008872,14119,Zacoalco de Torres,59,F,superior,4,rentada,71,297.25
H008873,14119,Zacoalco de Torres,78,F,secundaria,2,propia,135,532.83
H008874,14119,Zacoalco de Torres,51,F,secundaria,2,propia,58,899.56
H008875,14119,Zacoalco de Torres,37,M,media_superior,0,propia,85,136.36
H008876,14119,Zacoalco de Torres,25,M,primaria,3,rentada,27,266.92
H008877,14119,Zacoalco de Torres,64,F,superior,3,propia,61,330.91
H008878,14119,Zacoalco de Torres,33,F,media_superior,1,propia,110,294.81
H008879,14119,Zacoalco de Torres,41,F,superior,1,rentada,115,390.49
H008880,14119,Zacoalco de Torres,53,F,media_superior,2,propia,75,376.32
H008881,14119,Zacoalco de Torres,63,F,superior,0,rentada,33,219.31
H008882,14119,Zacoalco de Torres,43,M,sin_estudios,5,propia,60,491.58
H008883,14119,Zacoalco de Torres,40,F,superior,3,propia,88,359.77
H008884,14119,Zacoalco de Torres,46,F,primaria,2,propia,80,666.97
H008885,14119,Zacoalco de Torres,37,F,primaria,1,propia,32,614.35
H008886,14119,Zacoalco de Torres,38,F,primaria,3,prestada,78,345.32
H008887,14119,Zacoalco de Torres,50,F,primaria,1,propia,59,482.48
H008888,14119,Zacoalco de Torres,47,F,secundaria,5,propia,90,135.27
H008889,14119,Zacoalco de Torres,71,F,secundaria,5,rentada,59,145.86
H008890,14119,Zacoalco de Torres,50,F,primaria,3,propia,54,621.01
H008891,14119,Zacoalco de Torres,59,F,primaria,4,propia,53,357.17
H008892,14119,Zacoalco de Torres,32,M,primaria,1,rentada,48,672.76
H008893,14119,Zacoalco de Torres,51,F,secundaria,3,prestada,51,622.6
H008894,14119,Zacoalco de Torres,36,F,secundaria,3,propia,48,190.46
H008895,14119,Zacoalco de Torres,50,M,media_superior,6,rentada,100,509.83
H008896,14119,Zacoalco de Torres,53,M,media_superior,1,propia,82,266.98
H008897,14119,Zacoalco de Torres,46,F,secundaria,3,propia,64,331.44
H008898,14119,Zacoalco de Torres,74,F,primaria,2,propia,33,214.04
H008899,14119,Zacoalco de Torres,62,F,secundaria,2,rentada,58,594.31
H008900,14119,Zacoalco de Torres,59,F,secundaria,1,rentada,52,473.4
H008901,14119,Zacoalco de Torres,54,M,sin_estudios,0,rentada,42,289.78
H008902,14119,Zacoalco de Torres,66,F,superior,1,propia,105,267.65
H008903,14119,Zacoalco de Torres,28,F,primaria,1,propia,115,538.17
H008904,14119,Zacoalco de Torres,61,F,superior,1,propia,134,266.6
H008905,14119,Zacoalco de Torres,33,F,sin_estudios,6,propia,29,288.97
H008906,14119,Zacoalco de Torres,38,F,media_superior,0,propia,124,273.19
H008907,14119,Zacoalco de Torres,52,F,primaria,2,propia,58,271.95
H008908,14119,Zacoalco de Torres,60,F,superior,3,propia,110,515.83
H008909,14119,Zacoalco de Torres,31,M,media_superior,4,rentada,29,420.87
H008910,14119,Zacoalco de Torres,39,M,sin_estudios,2,rentada,58,294.95
H008911,14119,Zacoalco de Torres,46,M,sin_estudios,3,rentada,191,236.56
H008912,14119,Zacoalco de Torres,43,M,secundaria,4,rentada,198,376.87
H008913,14119,Zacoalco de Torres,55,M,primaria,6,propia,137,336.6
H008914,14119,Zacoalco de Torres,50,M,sin_estudios,1,prestada,30,539.24
H008915,14119,Zacoalco de Torres,36,F,superior,2,rentada,60,274.05
H008916,14119,Zacoalco de Torres,29,F,secundaria,2,rentada,113,461.07
H008917,14119,Zacoalco de Torres,41,F,sin_estudios,2,prestada,105,338.65
H008918,14119,Zacoalco de Torres,34,F,secundaria,2,rentada,36,432.67
H008919,14119,Zacoalco de Torres,51,M,primaria,3,propia,49,789.22
H008920,14119,Zacoalco de Torres,50,F,media_superior,2,propia,101,337.63
H008921,14119,Zacoalco de Torres,39,M,sin_estudios,3,propia,47,1010.46
H008922,14119,Zacoalco de Torres,69,M,primaria,3,prestada,42,344.91
H008923,14119,Zacoalco de Torres,36,F,primaria,1,propia,128,237.74
H008924,14119,Zacoalco de Torres,44,F,superior,2,propia,102,769.1
H008925,14119,Zacoalco de Torres,53,F,sin_estudios,1,propia,76,859.69
H008926,14119,Zacoalco de Torres,56,F,media_superior,2,propia,70,249.31
H008927,14119,Zacoalco de Torres,60,F,secundaria,6,propia,75,266.39
H008928,14119,Zacoalco de Torres,50,F,media_superior,2,rentada,48,549.2
H008929,14119,Zacoalco de Torres,58,F,primaria,1,propia,31,491.64
H008930,14119,Zacoalco de Torres,37,F,media_superior,2,propia,110,263.96
H008931,14119,Zacoalco de Torres,56,F,superior,4,propia,44,254.01
H008932,14119,Zacoalco de Torres,56,F,primaria,1,rentada,32,432.01
H008933,14119,Zacoalco de Torres,63,F,primaria,3,propia,35,357.46
H008934,14119,Zacoalco de Torres,25,M,superior,1,propia,76,492.76
H008935,14119,Zacoalco de Torres,34,F,secundaria,1,propia,29,491.94
H008936,14119,Zacoalco de Torres,55,M,media_superior,2,propia,97,573.37
H008937,14119,Zacoalco de Torres,51,F,media_superior,3,propia,69,151.49
H008938,14119,Zacoalco de Torres,58,F,primaria,3,rentada,70,879.25
H008939,14119,Zacoalco de Torres,38,M,primaria,1,prestada,115,479.84
H008940,14119,Zacoalco de Torres,40,M,primaria,1,propia,84,312.75
H008941,14119,Zacoalco de Torres,32,F,secundaria,2,propia,46,362.3
H008942,14119,Zacoalco de Torres,39,M,secundaria,0,prestada,65,508.84
H008943,14119,Zacoalco de Torres,39,F,media_superior,2,prestada,33,422.39
H008944,14119,Zacoalco de Torres,37,M,secundaria,1,rentada,48,425.07
H008945,14119,Zacoalco de Torres,36,F,media_superior,1,propia,35,364.54
H008946,14119,Zacoalco de Torres,42,M,primaria,1,propia,35,805.09
H008947,14119,Zacoalco de Torres,42,M,secundaria,2,prestada,46,442.82
H008948,14119,Zacoalco de Torres,67,M,sin_estudios,3,propia,81,634.17
H008949,14119,Zacoalco de Torres,40,M,primaria,2,propia,30,1014.74
H008950,14119,Zacoalco de Torres,49,M,primaria,2,propia,44,586.12
H008951,14119,Zacoalco de Torres,38,F,superior,1,propia,43,435.11
H008952,14119,Zacoalco de Torres,38,F,primaria,1,propia,64,166.02
H008953,14119,Zacoalco de Torres,25,M,primaria,4,propia,194,316.06
H008954,14119,Zacoalco de Torres,26,F,secundaria,3,propia,70,986.9
H008955,14119,Zacoalco de Torres,31,F,media_superior,3,propia,27,440.99
H008956,14119,Zacoalco de Torres,47,M,secundaria,0,propia,55,208.53
H008957,14119,Zacoalco de Torres,58,F,primaria,1,rentada,77,345.23
H008958,14119,Zacoalco de Torres,24,M,primaria,1,rentada,25,223.48
H008959,14119,Zacoalco de Torres,38,M,primaria,7,propia,32,309.28
H008960,14119,Zacoalco de Torres,29,F,primaria,3,propia,31,317.02
H008961,14119,Zacoalco de Torres,42,F,primaria,2,prestada,53,291.93
H008962,14119,Zacoalco de Torres,58,M,secundaria,4,propia,46,393.47
H008963,14119,Zacoalco de Torres,40,F,superior,3,propia,40,151.56
H008964,14119,Zacoalco de Torres,44,M,primaria,2,propia,59,511.8
H008965,14119,Zacoalco de Torres,62,F,primaria,2,propia,127,724.24
H008966,14119,Zacoalco de Torres,50,F,superior,2,rentada,32,166.0
H008967,14119,Zacoalco de Torres,36,F,secundaria,2,propia,27,613.11
H008968,14119,Zacoalco de Torres,47,M,media_superior,2,propia,82,510.3
H008969,14119,Zacoalco de Torres,35,F,superior,0,propia,65,447.83
H008970,14119,Zacoalco de Torres,50,M,secundaria,3,propia,80,388.33
H008971,14119,Zacoalco de Torres,51,M,media_superior,0,rentada,72,420.56
H008972,14119,Zacoalco de Torres,29,F,primaria,2,propia,44,561.2
H008973,14119,Zacoalco de Torres,47,F,superior,6,propia,38,419.31
H008974,14119,Zacoalco de Torres,44,F,media_superior,0,prestada,126,1275.98
H008975,14119,Zacoalco de Torres,52,M,sin_estudios,1,propia,94,285.68
H008976,14119,Zacoalco de Torres,55,F,secundaria,2,propia,55,796.78
H008977,14119,Zacoalco de Torres,51,M,primaria,1,rentada,30,358.74
H008978,14120,Zapopan,41,M,secundaria,5,propia,64,318.07
H008979,14120,Zapopan,56,F,primaria,3,propia,69,598.06
H008980,14120,Zapopan,35,F,secundaria,2,propia,39,330.97
H008981,14120,Zapopan,29,M,secundaria,4,rentada,71,831.67
H008982,14120,Zapopan,44,M,secundaria,4,rentada,90,271.52
H008983,14120,Zapopan,35,M,secundaria,5,propia,81,672.85
H008984,14120,Zapopan,50,F,primaria,0,propia,117,498.25
H008985,14120,Zapopan,21,F,primaria,4,prestada,109,352.95
H008986,14120,Zapopan,37,F,secundaria,4,prestada,124,244.24
H008987,14120,Zapopan,51,M,secundaria,1,rentada,41,243.82
H008988,14120,Zapopan,33,F,superior,0,propia,104,259.27
H008989,14120,Zapopan,50,M,primaria,4,rentada,84,625.54
H008990,14120,Zapopan,38,F,secundaria,3,prestada,106,387.9
